;departamento;sexo;edad;direccion;t_familia;padres_status;madre_edu;padre_edu;madre_trab;padre_trab;razon;guardian;t_examen;t_estudio;faltas;soporte_edu_extra;soporte_edu_fam;monitores;actividades_extra;preuniversitario;postgrado;internet;relacion_sen;relacion_fam;tiempo_libre;salir_amigos;cons_alcohol_sem;cons_alcohol_finde;salud;ausencias;nota_01;nota_02;nota_03
322;II;M;19;R;mayor_3;J;3;2;servicios;servicios;reputacion;padre;1;2;1;si;si;no;no;si;no;yes;no;3;3;3;4;3;3;0;9;8;10
323;II;H;18;U;menor_e3;J;4;3;profesor;servicios;habilidad;madre;2;1;0;no;no;no;si;si;si;yes;no;4;2;3;1;2;1;0;10;10;10
324;II;H;18;U;mayor_3;J;1;2;en_casa;otro;recomendacion;otro;2;1;0;no;no;no;no;no;no;yes;no;3;4;4;2;4;4;10;10;10;11
325;II;H;17;U;menor_e3;S;4;1;servicios;otro;recomendacion;madre;2;1;0;no;no;no;si;si;si;yes;yes;4;5;4;2;4;5;22;11;11;10
326;II;H;17;U;menor_e3;S;3;2;profesor;servicios;recomendacion;madre;1;1;0;no;no;no;no;si;si;yes;no;4;4;4;3;4;3;18;13;13;13
327;II;M;18;R;menor_e3;J;1;1;en_casa;otro;reputacion;madre;2;4;0;no;si;no;si;si;si;no;no;5;2;2;1;1;3;2;17;17;18
328;II;M;18;U;mayor_3;J;1;1;otro;otro;recomendacion;madre;2;2;0;si;no;no;si;si;si;yes;no;5;4;4;1;1;4;0;12;13;13
329;II;M;17;U;mayor_3;J;2;2;otro;otro;habilidad;madre;1;2;0;no;si;no;no;no;si;yes;no;5;4;5;1;2;5;12;12;12;14
330;II;M;18;U;mayor_3;J;2;1;otro;otro;reputacion;madre;2;2;0;no;no;no;si;si;si;yes;yes;4;3;1;1;1;5;10;12;13;14
331;II;H;17;U;mayor_3;J;1;1;otro;otro;reputacion;padre;1;2;0;no;no;no;no;no;si;yes;no;4;3;3;1;2;4;0;12;12;12
332;II;M;18;U;mayor_3;J;2;2;en_casa;en_casa;otro;madre;1;3;0;no;si;no;no;si;si;yes;no;4;3;3;1;2;2;0;18;18;18
333;II;M;17;U;mayor_3;J;1;1;servicios;profesor;reputacion;madre;1;3;0;no;si;no;no;si;si;yes;no;4;3;3;1;1;3;0;13;13;14
334;II;H;18;U;mayor_3;J;2;1;servicios;servicios;reputacion;madre;1;3;0;no;no;no;si;si;si;yes;no;4;2;4;1;3;2;0;14;15;15
335;II;H;18;U;menor_e3;S;4;4;profesor;profesor;reputacion;madre;1;2;0;no;si;no;si;si;si;yes;no;5;4;3;1;1;2;0;17;17;17
336;II;H;18;U;mayor_3;J;4;2;profesor;otro;recomendacion;madre;1;2;0;no;si;no;si;si;si;yes;yes;4;3;2;1;4;5;2;15;16;16
337;II;M;17;U;mayor_3;J;4;3;salud;servicios;reputacion;madre;1;3;0;no;si;no;no;si;si;yes;no;4;2;2;1;2;3;0;17;18;18
338;II;M;17;R;menor_e3;J;3;1;servicios;otro;reputacion;madre;2;4;0;no;si;no;no;si;si;no;no;3;1;2;1;1;3;0;18;19;19
339;II;H;18;R;menor_e3;J;3;2;servicios;otro;reputacion;madre;2;3;0;no;si;no;si;si;si;yes;no;5;4;2;1;1;4;0;14;15;15
340;II;H;17;U;mayor_3;J;3;3;salud;otro;recomendacion;madre;1;1;0;no;si;no;no;si;si;yes;no;4;4;3;1;3;5;0;14;15;15
341;II;M;19;U;mayor_3;J;4;4;salud;otro;reputacion;otro;2;2;0;no;si;no;si;si;si;yes;no;2;3;4;2;3;2;2;14;13;13
342;II;M;18;U;menor_e3;J;4;3;otro;otro;recomendacion;otro;2;2;0;no;si;no;no;si;si;yes;yes;4;4;5;1;2;2;0;13;14;14
343;II;M;18;U;mayor_3;J;4;3;otro;otro;reputacion;padre;1;4;0;no;si;no;no;si;si;yes;no;4;3;3;1;1;3;0;16;17;17
344;II;H;18;U;menor_e3;J;4;4;profesor;profesor;recomendacion;madre;1;1;0;no;si;no;no;si;si;yes;yes;1;4;2;2;2;1;0;18;18;17
345;II;M;18;U;menor_e3;S;4;4;salud;otro;recomendacion;madre;1;2;0;no;si;si;no;si;si;yes;yes;4;2;4;1;1;4;0;14;15;15
346;II;H;17;U;menor_e3;J;4;4;otro;profesor;recomendacion;padre;2;1;0;no;no;no;no;si;si;yes;no;4;1;1;2;2;5;0;12;13;13
347;II;M;17;R;mayor_3;J;4;4;servicios;servicios;reputacion;madre;2;3;0;no;si;no;si;si;si;yes;no;5;3;4;1;1;5;0;7;7;8
348;II;M;17;U;mayor_3;J;4;2;otro;otro;reputacion;madre;2;3;0;no;si;no;no;si;si;yes;no;4;3;3;1;1;3;0;16;16;16
349;II;M;17;U;mayor_3;J;3;2;salud;salud;reputacion;padre;1;4;0;no;si;no;si;no;si;yes;no;5;2;2;1;2;5;0;18;18;18
350;II;H;19;R;menor_e3;J;2;1;en_casa;servicios;habilidad;madre;2;3;1;no;no;no;si;si;si;yes;yes;4;3;1;1;1;5;0;9;10;11
351;II;H;20;U;mayor_3;S;3;2;servicios;otro;habilidad;otro;1;1;2;no;no;no;si;si;si;no;no;5;5;3;1;1;5;0;14;15;15
352;II;H;19;R;mayor_3;J;3;3;otro;servicios;reputacion;padre;1;2;0;no;no;no;si;si;si;no;yes;4;5;3;1;2;5;0;10;10;11
353;II;M;18;U;mayor_3;J;1;4;otro;profesor;recomendacion;madre;1;2;0;si;si;no;no;no;si;no;yes;3;4;4;1;2;5;2;10;10;11
354;II;M;18;U;mayor_3;J;2;1;servicios;otro;habilidad;madre;2;2;0;no;si;no;si;si;si;yes;no;5;3;3;1;2;1;2;12;12;15
355;II;M;17;U;mayor_3;J;2;3;otro;otro;habilidad;padre;2;2;0;no;no;no;si;si;si;yes;yes;4;2;1;1;1;3;2;11;12;14
356;II;M;17;R;mayor_3;J;4;4;profesor;profesor;habilidad;madre;1;1;0;no;no;no;si;si;si;yes;no;4;4;4;1;1;5;2;15;16;17
357;II;M;18;U;mayor_3;J;4;3;otro;otro;habilidad;madre;1;3;0;no;si;no;si;si;si;yes;yes;4;3;4;1;1;5;2;14;15;17
358;II;M;18;U;menor_e3;J;4;3;salud;servicios;habilidad;madre;2;1;0;no;si;no;no;si;si;yes;no;3;2;4;1;4;1;8;12;12;15
359;II;M;17;R;mayor_3;J;3;4;en_casa;servicios;habilidad;padre;1;3;0;no;si;no;si;no;si;yes;no;4;3;4;2;5;5;2;15;15;17
360;II;M;18;U;mayor_3;J;3;3;en_casa;otro;habilidad;padre;1;2;0;no;si;no;no;si;si;yes;no;4;1;4;1;1;3;8;11;12;14
361;II;H;19;U;mayor_3;J;4;2;salud;otro;habilidad;madre;2;2;0;no;si;no;si;si;si;yes;yes;5;4;4;1;1;1;9;11;10;10
362;II;M;18;U;mayor_3;J;4;4;profesor;otro;habilidad;madre;1;2;0;no;si;no;no;si;si;yes;no;4;4;4;3;3;5;0;12;11;13
363;II;M;18;U;mayor_3;J;3;4;otro;otro;habilidad;madre;1;1;0;no;si;no;si;si;si;yes;yes;5;4;4;1;1;1;4;11;12;14
364;II;M;17;U;mayor_3;J;4;4;salud;salud;habilidad;madre;1;1;0;no;no;no;si;si;si;yes;no;5;3;4;1;2;5;2;14;15;17
365;II;M;17;U;mayor_3;S;4;3;servicios;servicios;habilidad;madre;1;2;0;no;si;no;no;si;si;yes;yes;5;2;2;1;2;5;14;15;14;17
366;II;M;17;U;menor_e3;S;3;3;servicios;otro;recomendacion;madre;1;2;0;si;si;no;no;si;si;yes;no;5;3;3;1;1;5;0;12;12;13
367;II;M;17;U;menor_e3;J;2;1;otro;otro;recomendacion;padre;1;2;0;no;no;no;si;si;si;yes;no;4;2;3;2;2;2;2;11;12;14
368;II;H;18;U;menor_e3;J;4;4;otro;otro;reputacion;padre;1;1;0;no;si;no;no;si;si;yes;no;4;2;5;3;4;5;2;8;9;11
369;II;M;19;U;mayor_3;J;1;1;otro;otro;habilidad;otro;3;3;0;no;no;no;si;si;no;no;yes;1;5;5;4;3;5;12;10;10;11
370;II;M;19;U;menor_e3;S;1;1;otro;otro;habilidad;otro;3;2;2;no;si;no;no;no;si;yes;yes;5;3;4;1;1;4;2;8;8;9
371;II;M;18;U;mayor_3;J;2;2;otro;otro;habilidad;madre;1;1;0;no;si;no;si;si;si;yes;yes;4;3;5;2;4;5;2;10;10;10
372;II;M;17;U;mayor_3;J;2;2;otro;otro;habilidad;madre;1;2;0;no;si;no;no;si;si;no;yes;4;2;2;1;1;3;4;14;13;13
373;II;M;17;R;menor_e3;J;2;2;servicios;servicios;habilidad;madre;1;3;0;no;si;no;si;si;si;yes;no;3;3;2;2;2;3;0;11;11;10
374;II;M;17;U;mayor_3;J;3;1;servicios;servicios;habilidad;padre;1;3;0;no;si;no;no;no;si;yes;no;3;4;3;2;3;5;0;17;18;17
375;II;M;17;U;menor_e3;J;0;2;en_casa;en_casa;recomendacion;padre;2;3;0;no;no;no;no;si;si;yes;no;3;3;3;2;3;2;0;14;14;15
376;II;M;18;U;mayor_3;J;1;1;otro;otro;recomendacion;madre;2;3;0;no;no;no;si;si;si;yes;no;4;5;5;1;2;2;0;14;14;14
377;II;H;18;U;mayor_3;J;4;4;otro;otro;habilidad;madre;1;3;0;no;no;no;si;si;si;yes;no;4;3;3;2;2;3;0;13;14;13
378;II;H;17;U;mayor_3;J;3;3;otro;servicios;reputacion;madre;1;1;0;no;no;no;si;no;si;yes;no;4;3;5;3;5;5;0;17;18;17
379;II;H;17;R;mayor_3;J;2;2;servicios;otro;habilidad;madre;4;1;0;no;si;no;no;si;si;yes;no;4;4;5;5;5;4;2;11;10;10
380;II;M;17;U;mayor_3;J;4;4;profesor;servicios;habilidad;madre;1;3;0;no;si;no;si;si;si;yes;no;5;4;4;1;3;4;0;13;12;13
381;II;M;17;U;mayor_3;J;4;4;profesor;profesor;habilidad;madre;2;3;0;no;si;no;no;no;si;yes;yes;4;3;3;1;2;4;4;15;14;15
382;II;M;17;U;mayor_3;J;3;3;en_casa;otro;habilidad;madre;1;1;0;no;si;si;si;si;si;yes;no;4;2;5;2;5;5;2;11;12;11
383;II;H;18;U;menor_e3;J;2;2;otro;otro;habilidad;madre;1;4;0;no;si;si;si;si;si;yes;no;4;5;5;2;4;5;0;11;11;12
384;II;H;19;R;mayor_3;J;3;2;en_casa;servicios;recomendacion;otro;1;1;0;no;si;no;no;no;si;no;yes;5;3;4;2;2;5;0;11;10;10
385;II;M;18;U;mayor_3;J;2;2;en_casa;otro;habilidad;madre;4;2;0;no;no;no;si;si;si;no;yes;4;2;5;1;1;2;2;10;9;10
386;II;M;17;R;mayor_3;J;2;4;en_casa;otro;habilidad;padre;1;3;0;no;si;no;no;si;si;yes;yes;4;4;3;1;1;5;0;15;15;15
387;II;H;18;U;mayor_3;J;2;2;otro;otro;reputacion;madre;1;1;0;no;no;no;no;no;si;yes;no;5;4;2;1;2;5;6;15;14;15
388;II;M;18;U;mayor_3;J;3;3;servicios;servicios;recomendacion;madre;1;2;0;no;no;no;si;si;si;yes;no;5;3;4;1;1;4;8;10;11;12
389;II;M;18;U;menor_e3;J;2;2;otro;otro;recomendacion;otro;1;2;0;no;no;no;si;no;si;yes;yes;4;3;3;1;1;2;0;10;9;12
390;II;M;18;R;mayor_3;J;2;2;en_casa;otro;habilidad;madre;2;4;0;no;no;no;si;si;si;no;no;4;4;4;1;1;4;6;14;13;14
391;II;M;17;U;mayor_3;J;3;4;servicios;otro;habilidad;madre;1;3;0;no;no;no;no;si;si;yes;no;4;4;5;1;3;5;8;11;13;14
392;II;M;17;U;mayor_3;J;3;2;otro;otro;recomendacion;madre;1;2;0;no;si;no;no;si;si;yes;yes;4;3;2;2;3;2;0;12;13;15
393;II;M;18;U;menor_e3;J;3;3;servicios;servicios;recomendacion;madre;1;4;0;no;si;no;no;si;si;yes;no;5;3;3;1;1;1;4;14;14;15
394;II;M;17;R;mayor_3;S;3;2;otro;otro;recomendacion;madre;1;2;0;no;si;no;no;si;si;yes;no;4;3;3;2;3;2;0;14;14;16
395;II;H;18;U;mayor_3;J;4;4;profesor;servicios;recomendacion;padre;1;2;0;no;si;no;si;si;si;yes;no;4;3;3;2;2;2;0;12;12;13
396;II;H;18;U;menor_e3;J;3;4;servicios;otro;recomendacion;madre;1;2;0;no;no;no;si;si;si;yes;yes;4;3;3;1;3;5;6;16;16;17
397;II;M;17;U;mayor_3;S;2;2;en_casa;en_casa;recomendacion;padre;1;2;0;no;si;no;no;si;si;yes;yes;3;3;1;1;2;4;18;10;12;14
398;II;M;18;U;mayor_3;J;2;3;en_casa;otro;habilidad;madre;1;3;0;no;si;no;no;si;si;yes;no;4;3;3;1;2;3;0;11;12;14
399;II;M;18;U;mayor_3;J;3;2;otro;servicios;otro;madre;1;3;0;no;no;no;no;si;si;yes;yes;5;4;3;2;3;1;4;14;16;17
400;II;H;18;R;mayor_3;J;4;3;profesor;servicios;habilidad;madre;1;3;0;no;no;no;no;si;si;yes;yes;5;3;2;1;2;4;4;15;14;17
401;II;H;18;U;mayor_3;J;4;3;profesor;otro;habilidad;madre;1;3;0;no;si;no;no;si;si;yes;yes;5;4;5;2;3;5;0;14;13;14
402;II;M;17;U;mayor_3;J;4;3;salud;otro;reputacion;madre;1;3;0;no;si;no;si;si;si;yes;yes;4;4;3;1;3;4;0;11;12;13
403;II;M;17;U;mayor_3;J;2;1;servicios;otro;habilidad;madre;2;2;0;no;si;no;si;si;si;yes;yes;4;3;4;2;2;1;10;12;15;15
404;II;M;17;U;mayor_3;J;2;1;servicios;otro;reputacion;madre;1;2;0;no;si;no;si;si;si;yes;no;4;3;5;2;4;4;4;12;16;16
405;II;M;19;U;menor_e3;S;2;3;en_casa;otro;recomendacion;otro;2;1;1;no;no;no;no;si;no;yes;no;2;2;3;3;4;5;16;10;11;11
406;II;M;17;U;mayor_3;J;3;1;otro;en_casa;recomendacion;madre;1;1;1;no;si;si;no;si;si;yes;yes;4;1;2;1;1;3;6;10;13;13
407;II;M;21;U;menor_e3;J;4;4;otro;otro;reputacion;otro;1;3;2;no;no;si;si;si;si;yes;no;3;3;2;1;1;5;0;9;12;12
408;II;H;18;U;menor_e3;J;2;2;servicios;servicios;reputacion;madre;1;2;0;no;si;no;si;no;no;yes;no;4;4;4;1;3;3;11;9;11;12
409;II;H;18;U;menor_e3;S;3;4;otro;otro;reputacion;otro;1;2;0;no;no;no;si;si;si;yes;yes;4;3;5;1;4;2;9;13;14;15
410;II;M;17;U;mayor_3;J;2;2;servicios;servicios;reputacion;madre;1;2;0;no;si;no;si;si;si;yes;no;4;3;4;1;3;4;0;13;17;17
411;II;H;17;U;menor_e3;S;4;4;salud;otro;reputacion;madre;1;3;0;no;si;no;no;si;si;yes;no;4;4;2;1;2;4;2;12;15;15
412;II;M;18;U;menor_e3;J;4;2;profesor;otro;habilidad;madre;1;2;0;no;si;no;si;si;si;yes;no;4;2;2;1;1;3;0;14;17;17
413;II;H;21;R;menor_e3;J;1;1;en_casa;otro;habilidad;otro;2;2;2;no;si;no;si;si;no;yes;yes;5;3;3;5;2;4;21;9;10;10
414;II;M;20;R;mayor_3;J;1;1;otro;otro;reputacion;otro;2;3;0;no;no;no;no;si;si;yes;yes;3;2;2;1;3;3;8;11;15;15
415;II;M;19;U;mayor_3;J;4;4;profesor;otro;recomendacion;otro;1;1;1;no;si;no;no;si;si;yes;yes;3;2;5;4;4;5;5;9;10;11
416;II;H;17;U;menor_e3;S;3;2;otro;otro;reputacion;madre;1;2;0;no;si;no;no;si;si;yes;no;4;4;4;1;2;5;10;16;18;18
417;II;M;18;U;mayor_3;J;3;2;en_casa;otro;reputacion;padre;1;3;0;no;si;no;no;si;si;yes;yes;4;3;4;1;2;2;5;14;17;17
418;II;H;18;R;mayor_3;J;2;3;otro;servicios;reputacion;padre;1;1;0;no;no;no;no;si;si;yes;no;3;1;3;4;5;4;13;13;14;14
419;II;H;19;U;mayor_3;J;2;1;otro;otro;reputacion;madre;1;1;0;no;no;no;no;si;si;yes;no;5;3;4;1;4;4;10;7;11;11
420;II;M;18;U;menor_e3;S;2;2;servicios;otro;reputacion;madre;2;2;0;no;si;no;no;si;si;yes;no;4;1;4;1;3;4;10;14;17;17
421;II;M;20;U;mayor_3;J;1;0;otro;otro;reputacion;madre;2;1;1;si;no;no;no;si;si;yes;yes;5;3;1;1;1;5;5;8;10;10
422;II;M;18;U;mayor_3;J;3;2;servicios;otro;recomendacion;madre;1;2;0;no;si;no;si;no;si;yes;yes;3;1;2;1;2;1;4;10;13;13
423;MS;M;16;U;mayor_3;J;1;3;en_casa;otro;otro;padre;2;1;0;no;si;no;no;si;no;yes;yes;4;3;3;1;3;5;11;10;11;11
424;MS;M;16;R;mayor_3;J;2;2;otro;otro;habilidad;madre;2;2;0;no;si;no;si;si;si;yes;no;4;4;4;1;1;5;0;12;12;12
425;MS;M;15;R;mayor_3;J;1;1;en_casa;servicios;otro;madre;1;1;1;no;si;no;no;si;si;no;yes;4;1;3;1;1;2;6;10;10;10
426;MS;M;15;R;mayor_3;J;3;3;en_casa;otro;habilidad;madre;2;1;0;no;si;no;no;si;si;yes;no;5;4;4;2;3;5;4;10;10;11
427;MS;M;16;R;mayor_3;J;2;3;en_casa;servicios;habilidad;madre;2;2;0;no;no;no;no;si;si;no;no;4;5;2;1;2;5;0;16;17;17
428;MS;M;15;R;menor_e3;J;2;1;en_casa;otro;recomendacion;madre;2;1;0;no;no;no;no;si;no;no;no;1;3;4;1;1;1;0;6;8;9
429;MS;H;16;R;menor_e3;S;4;4;en_casa;otro;recomendacion;madre;1;2;0;no;si;no;no;si;si;no;no;5;3;2;1;3;2;5;10;11;11
430;MS;H;16;U;mayor_3;S;1;2;otro;otro;otro;madre;1;3;0;si;no;no;no;si;si;yes;no;4;4;3;1;1;5;0;10;11;11
431;MS;M;17;R;mayor_3;J;3;2;en_casa;otro;habilidad;padre;1;2;1;no;no;no;no;si;si;no;yes;4;5;4;1;2;5;0;10;10;10
432;MS;M;17;R;mayor_3;J;1;1;otro;otro;otro;padre;1;1;1;no;si;no;no;no;no;yes;no;5;4;4;2;2;5;0;6;6;7
433;MS;M;15;R;mayor_3;J;4;4;profesor;otro;habilidad;madre;2;1;0;no;no;no;no;si;si;yes;yes;1;5;1;3;5;5;0;13;14;14
434;MS;M;16;U;menor_e3;S;2;2;en_casa;otro;reputacion;madre;2;4;0;no;no;no;si;no;no;no;yes;1;2;1;1;1;1;4;10;9;11
435;MS;M;15;R;menor_e3;J;1;1;en_casa;servicios;reputacion;padre;2;2;0;no;si;no;no;si;si;yes;no;5;4;3;1;2;4;0;10;10;10
436;MS;M;15;R;menor_e3;J;1;1;otro;servicios;habilidad;madre;2;1;1;no;si;no;no;si;si;yes;yes;4;4;3;1;2;2;4;6;7;8
437;MS;M;16;R;mayor_3;J;0;2;otro;otro;otro;madre;2;1;0;no;si;no;si;si;si;no;no;3;2;3;1;2;2;0;12;11;12
438;MS;M;17;R;mayor_3;J;2;3;otro;otro;habilidad;madre;2;1;0;no;si;no;no;si;si;yes;no;5;5;5;1;3;3;2;10;11;12
439;MS;M;15;R;mayor_3;J;3;3;otro;servicios;habilidad;padre;2;1;0;no;no;no;no;no;si;yes;no;4;1;3;1;1;4;0;14;16;16
440;MS;H;16;U;mayor_3;J;1;1;en_casa;servicios;recomendacion;madre;2;2;0;no;si;no;si;si;si;no;yes;5;4;5;4;5;3;0;7;0;0
441;MS;H;17;U;mayor_3;J;1;1;otro;otro;recomendacion;madre;1;2;0;no;no;si;no;no;si;yes;no;4;4;3;2;4;5;4;8;9;9
442;MS;H;15;R;menor_e3;J;4;1;salud;servicios;reputacion;padre;1;2;0;no;si;no;si;si;si;yes;no;5;3;4;1;2;2;0;12;13;14
443;MS;H;15;R;menor_e3;J;4;1;salud;servicios;reputacion;padre;1;2;0;no;si;no;si;si;si;yes;no;5;3;4;1;2;2;7;7;9;8
444;MS;H;16;R;mayor_3;J;3;4;otro;salud;otro;madre;3;2;0;no;no;no;no;no;si;no;no;3;4;5;1;2;5;4;9;10;11
445;MS;H;15;R;mayor_3;J;1;1;otro;otro;habilidad;madre;4;2;0;no;si;no;si;si;si;no;yes;5;4;5;2;4;4;8;7;9;9
446;MS;H;15;U;menor_e3;J;3;3;en_casa;en_casa;reputacion;padre;1;2;0;no;si;no;si;si;si;yes;no;5;3;3;1;1;5;0;11;11;11
447;MS;H;17;R;mayor_3;J;2;1;otro;otro;otro;madre;3;1;0;no;no;no;si;si;no;no;yes;5;5;5;5;5;3;8;8;10;9
448;MS;M;16;R;mayor_3;J;4;4;profesor;profesor;habilidad;madre;2;3;0;no;no;no;si;si;si;yes;yes;4;2;2;1;1;4;6;16;16;17
449;MS;M;15;R;mayor_3;J;1;2;otro;servicios;habilidad;madre;2;1;0;no;no;no;no;si;si;no;no;5;1;2;1;1;1;3;11;13;13
450;MS;M;16;R;mayor_3;J;2;3;otro;servicios;habilidad;madre;3;2;0;no;si;no;no;si;si;yes;no;4;5;4;1;2;1;2;15;15;15
451;MS;H;16;R;mayor_3;J;1;2;otro;otro;habilidad;padre;2;2;0;no;no;no;no;si;si;no;no;4;3;3;1;1;5;0;10;11;11
452;MS;M;16;R;mayor_3;J;2;2;otro;otro;habilidad;madre;3;2;0;no;si;no;no;si;si;yes;no;4;4;5;1;1;4;4;9;10;11
453;MS;M;16;U;mayor_3;J;1;2;otro;servicios;habilidad;madre;1;3;1;no;si;no;no;si;si;no;no;1;3;2;1;2;4;0;10;8;8
454;MS;M;16;U;mayor_3;J;1;2;otro;servicios;habilidad;madre;1;3;1;no;si;no;no;si;si;no;no;1;3;2;1;2;4;3;9;8;8
455;MS;M;15;U;mayor_3;J;2;1;en_casa;otro;recomendacion;madre;1;2;0;si;si;no;no;no;si;yes;no;4;4;2;3;3;2;0;9;10;9
456;MS;M;16;U;mayor_3;J;1;1;en_casa;otro;habilidad;padre;1;2;0;no;si;no;no;no;si;no;yes;5;4;3;2;1;2;0;13;14;15
457;MS;H;17;R;menor_e3;J;1;2;en_casa;servicios;reputacion;madre;1;1;0;no;si;no;si;si;si;yes;no;5;5;5;5;5;3;4;10;11;11
458;MS;M;16;R;mayor_3;J;1;1;otro;otro;recomendacion;padre;4;4;0;no;si;no;no;no;si;yes;no;4;3;2;1;1;1;0;13;10;13
459;MS;M;16;R;mayor_3;J;1;1;en_casa;otro;otro;padre;4;3;0;si;si;no;no;si;si;no;no;4;4;3;1;1;5;2;10;9;10
460;MS;M;15;R;mayor_3;J;1;1;en_casa;otro;recomendacion;padre;2;2;0;no;si;no;si;si;si;yes;no;4;3;3;1;1;2;1;11;10;11
461;MS;M;16;R;mayor_3;J;1;1;en_casa;otro;otro;madre;2;1;0;no;no;no;si;si;si;yes;yes;4;2;2;4;3;2;0;13;12;14
462;MS;M;15;R;mayor_3;J;1;1;en_casa;en_casa;habilidad;padre;3;2;0;no;si;no;no;si;si;no;no;4;2;1;1;2;2;0;13;14;14
463;MS;M;15;R;menor_e3;J;2;2;otro;otro;otro;padre;1;3;0;si;si;no;no;si;si;no;no;4;4;3;2;2;5;2;14;11;12
464;MS;H;16;R;mayor_3;J;1;1;en_casa;otro;otro;padre;2;1;0;no;no;no;si;si;si;no;no;3;4;4;3;4;5;6;11;11;11
465;MS;M;18;U;mayor_3;J;1;2;otro;otro;habilidad;padre;1;2;1;no;si;no;si;si;si;yes;yes;3;4;4;2;3;5;9;9;8;8
466;MS;H;15;U;mayor_3;J;3;1;otro;servicios;recomendacion;madre;2;1;0;no;si;no;no;si;si;no;no;3;2;3;1;3;4;0;10;9;11
467;MS;M;16;R;mayor_3;J;2;2;otro;servicios;habilidad;padre;3;2;0;no;si;no;si;si;si;yes;no;5;3;4;1;1;2;1;14;13;14
468;MS;H;15;U;mayor_3;J;2;2;salud;otro;reputacion;madre;3;1;0;no;no;no;no;si;si;no;no;4;3;3;1;2;4;1;13;12;13
469;MS;H;16;U;mayor_3;J;4;4;otro;profesor;habilidad;padre;1;2;0;no;si;no;si;si;si;no;yes;4;3;1;1;1;3;0;13;12;13
470;MS;M;15;R;mayor_3;J;3;3;servicios;otro;reputacion;madre;1;2;0;no;si;no;no;si;si;yes;yes;4;5;4;1;1;1;4;13;12;12
471;MS;M;16;R;mayor_3;J;2;2;en_casa;otro;habilidad;madre;2;2;1;no;si;no;si;no;si;no;no;4;4;4;2;3;5;2;12;11;12
472;MS;M;16;R;menor_e3;J;2;2;otro;otro;recomendacion;padre;3;1;0;no;si;no;si;si;si;no;yes;4;3;2;1;1;4;0;14;14;16
473;MS;H;16;U;menor_e3;J;2;1;en_casa;servicios;habilidad;madre;2;1;0;no;si;no;si;si;si;yes;no;2;4;3;2;3;4;4;10;8;10
474;MS;H;15;R;menor_e3;J;1;3;en_casa;otro;reputacion;padre;3;1;0;no;si;no;si;si;si;yes;no;4;2;4;3;5;3;2;10;11;11
475;MS;M;15;U;mayor_3;J;2;2;otro;servicios;habilidad;madre;2;3;0;no;si;no;si;si;si;no;no;5;3;2;1;1;4;0;12;13;14
476;MS;M;16;R;menor_e3;J;2;1;otro;otro;recomendacion;madre;1;1;0;no;si;no;no;si;si;yes;yes;5;4;3;1;1;5;2;10;8;8
477;MS;H;15;U;mayor_3;J;3;3;servicios;servicios;habilidad;padre;2;1;0;no;si;no;si;no;si;yes;no;4;3;3;2;4;3;11;12;10;11
478;MS;M;16;R;mayor_3;J;1;1;en_casa;otro;habilidad;padre;2;2;3;si;si;no;no;si;si;no;no;3;4;3;1;1;1;0;7;7;8
479;MS;M;17;U;mayor_3;J;2;2;otro;en_casa;habilidad;madre;1;1;0;no;si;no;si;si;no;no;no;4;5;3;1;1;5;4;9;9;10
480;MS;M;19;U;mayor_3;J;2;3;en_casa;servicios;habilidad;otro;1;1;1;no;no;no;no;si;no;yes;yes;4;4;4;1;1;2;0;9;9;10
481;MS;M;17;R;mayor_3;J;2;1;en_casa;otro;habilidad;madre;3;1;0;no;si;no;si;si;no;no;yes;5;5;3;1;1;3;2;9;10;11
482;MS;M;15;R;menor_e3;J;1;1;en_casa;otro;habilidad;madre;2;1;0;no;si;no;no;si;no;no;yes;5;2;1;1;3;4;0;9;10;9
483;MS;M;16;R;mayor_3;J;2;2;otro;otro;habilidad;padre;3;2;0;no;si;no;no;si;no;yes;no;3;4;5;1;2;1;1;9;10;11
484;MS;M;16;U;menor_e3;S;2;2;otro;otro;recomendacion;madre;1;1;0;no;si;no;no;si;no;no;no;4;3;4;1;2;1;6;7;7;8
