;departamento;sexo;edad;direccion;t_familia;padres_status;madre_edu;padre_edu;madre_trab;padre_trab;razon;guardian;t_examen;t_estudio;faltas;soporte_edu_extra;soporte_edu_fam;monitores;actividades_extra;preuniversitario;postgrado;internet;relacion_sen;relacion_fam;tiempo_libre;salir_amigos;cons_alcohol_sem;cons_alcohol_finde;salud;ausencias;nota_01;nota_02;nota_03
485;MS;M;17;R;mayor_3;J;2;2;en_casa;otro;habilidad;madre;2;2;0;no;si;no;no;si;si;yes;no;4;3;5;1;2;4;0;11;10;11
486;MS;M;16;U;mayor_3;J;2;2;otro;servicios;habilidad;padre;1;1;1;no;si;si;si;no;si;yes;no;4;4;3;1;4;3;1;9;10;10
487;MS;M;18;R;menor_e3;S;3;2;otro;otro;habilidad;otro;2;3;2;no;si;no;no;no;no;no;yes;3;3;2;1;1;2;6;7;9;10
488;MS;M;19;U;mayor_3;J;1;1;en_casa;servicios;habilidad;madre;1;3;1;no;no;no;si;si;no;no;yes;5;3;1;1;1;3;6;7;9;9
489;MS;H;18;R;mayor_3;J;1;1;otro;otro;recomendacion;madre;2;1;1;no;no;no;si;si;no;yes;no;4;4;3;3;4;4;0;8;9;10
490;MS;M;18;R;mayor_3;J;1;1;en_casa;en_casa;habilidad;madre;2;1;1;no;no;no;no;no;no;yes;yes;3;2;3;1;1;2;4;9;11;10
491;MS;M;19;U;mayor_3;J;1;1;otro;otro;habilidad;otro;2;2;1;no;si;no;no;si;si;yes;yes;1;1;4;4;1;1;12;7;8;9
492;MS;M;16;R;mayor_3;S;2;2;salud;otro;habilidad;madre;1;2;0;no;no;no;no;no;si;no;yes;3;3;2;1;1;3;2;8;10;10
493;MS;M;17;U;mayor_3;J;0;1;otro;en_casa;habilidad;padre;2;1;0;no;no;no;si;no;si;no;no;2;4;4;3;5;5;5;9;9;10
494;MS;M;16;R;menor_e3;J;1;2;en_casa;otro;habilidad;madre;1;2;0;no;no;no;si;si;no;yes;no;4;4;5;1;3;3;0;8;9;9
495;MS;M;16;U;mayor_3;J;3;3;otro;otro;reputacion;madre;1;1;0;no;no;no;si;si;no;yes;yes;4;5;4;1;1;4;0;14;13;13
496;MS;M;16;R;menor_e3;J;1;1;servicios;servicios;recomendacion;madre;1;1;0;no;si;no;si;si;si;yes;yes;4;4;4;2;2;4;2;14;14;14
497;MS;H;17;U;mayor_3;J;3;3;servicios;en_casa;habilidad;madre;2;4;1;no;si;si;si;si;si;no;no;5;4;5;3;4;5;0;10;11;10
498;MS;M;16;U;mayor_3;J;2;1;otro;servicios;habilidad;madre;1;2;0;no;si;no;si;si;si;yes;no;5;3;3;1;1;1;0;14;13;14
499;MS;M;16;U;mayor_3;J;2;2;servicios;otro;habilidad;madre;1;1;0;no;si;si;si;si;si;no;yes;4;2;5;1;2;5;0;17;16;16
500;MS;H;17;U;mayor_3;J;1;2;otro;otro;habilidad;padre;1;1;1;no;si;no;si;si;no;yes;yes;5;3;5;5;5;1;12;6;7;7
501;MS;H;16;U;menor_e3;J;4;3;otro;otro;habilidad;padre;1;1;0;no;no;no;si;si;si;yes;no;4;2;5;1;5;5;8;14;12;13
502;MS;H;17;R;menor_e3;J;2;2;servicios;servicios;otro;madre;3;4;1;no;si;no;no;si;si;no;no;1;3;5;3;5;3;2;10;8;9
503;MS;M;16;U;mayor_3;J;1;1;otro;otro;habilidad;otro;1;4;0;si;si;no;si;si;si;yes;no;2;2;1;1;1;5;0;14;14;14
504;MS;M;19;U;menor_e3;J;2;2;otro;otro;recomendacion;madre;1;3;0;no;no;no;no;si;si;yes;yes;5;4;5;1;1;1;0;12;13;13
505;MS;M;17;R;mayor_3;J;1;1;en_casa;otro;reputacion;madre;2;1;0;no;si;no;si;no;si;yes;yes;4;4;5;1;2;5;0;11;11;11
506;MS;M;20;U;mayor_3;J;3;3;en_casa;servicios;otro;madre;2;2;1;no;no;no;si;si;si;yes;yes;3;3;4;2;4;3;8;11;9;10
507;MS;M;17;U;menor_e3;J;1;1;otro;servicios;habilidad;padre;1;3;0;no;si;no;no;si;si;no;yes;4;3;3;1;1;3;0;11;11;10
508;MS;H;17;R;mayor_3;J;2;2;otro;otro;habilidad;madre;3;1;1;no;si;no;no;no;si;yes;no;4;4;5;1;2;5;0;10;9;9
509;MS;M;16;R;menor_e3;J;1;1;en_casa;otro;habilidad;padre;3;2;0;no;si;no;no;si;si;no;no;5;3;2;1;1;1;0;16;17;18
510;MS;M;17;R;mayor_3;J;2;2;otro;otro;reputacion;madre;2;2;0;no;si;no;si;si;si;no;no;5;3;2;1;1;1;0;15;17;17
511;MS;M;17;U;mayor_3;S;1;0;otro;otro;otro;madre;2;2;0;no;no;no;no;si;si;yes;yes;4;4;5;1;1;4;1;11;9;10
512;MS;M;18;R;mayor_3;J;1;1;en_casa;otro;otro;madre;1;2;1;no;si;no;no;si;si;yes;yes;4;3;2;1;1;5;9;7;7;7
513;MS;M;16;U;mayor_3;J;3;1;otro;otro;habilidad;madre;1;1;0;no;no;no;si;si;si;yes;no;3;1;3;1;3;1;0;8;6;8
514;MS;M;16;U;mayor_3;J;3;2;servicios;en_casa;habilidad;madre;1;1;0;no;no;no;no;si;si;yes;no;3;1;3;1;4;3;2;7;6;7
515;MS;M;18;U;menor_e3;J;1;1;otro;en_casa;reputacion;madre;2;2;0;si;no;no;no;si;si;no;no;2;3;5;1;4;3;8;9;8;10
516;MS;M;16;R;mayor_3;J;4;4;salud;profesor;reputacion;padre;1;2;0;no;no;no;si;no;si;yes;yes;4;3;3;2;3;2;0;14;16;16
517;MS;M;16;R;menor_e3;J;1;2;otro;otro;reputacion;madre;2;1;0;no;no;no;si;si;si;yes;no;5;4;5;1;4;2;0;14;14;15
518;MS;M;18;U;mayor_3;S;2;4;otro;servicios;reputacion;padre;1;2;1;no;si;no;no;si;si;yes;no;2;3;2;1;3;1;8;8;5;8
519;MS;H;16;R;mayor_3;J;2;1;otro;servicios;reputacion;madre;2;2;0;no;no;no;si;si;si;yes;no;5;2;1;1;1;2;0;8;7;0
520;MS;M;16;U;menor_e3;J;1;1;en_casa;otro;otro;madre;3;2;0;no;si;no;no;si;si;yes;no;4;3;2;1;3;5;6;6;8;8
521;MS;M;16;R;mayor_3;J;2;3;en_casa;servicios;otro;madre;2;2;0;no;si;no;si;si;si;yes;no;3;3;3;1;1;2;0;8;10;10
522;MS;M;16;U;mayor_3;J;4;4;salud;salud;habilidad;madre;1;2;0;no;si;no;no;si;si;yes;yes;4;3;4;1;2;3;4;8;8;8
523;MS;H;18;U;menor_e3;J;4;4;en_casa;salud;recomendacion;madre;1;4;0;no;si;no;si;si;no;yes;yes;5;5;5;5;5;5;2;5;6;6
524;MS;M;16;R;menor_e3;J;3;4;en_casa;otro;otro;madre;3;2;0;no;si;no;no;no;si;no;no;4;2;1;1;1;2;2;7;9;8
525;MS;H;17;U;menor_e3;J;4;4;otro;servicios;recomendacion;madre;1;3;0;no;si;no;no;si;si;yes;no;4;4;3;1;2;5;0;15;14;16
526;MS;M;17;R;mayor_3;J;4;1;otro;otro;otro;madre;1;1;0;no;no;no;no;si;si;yes;yes;4;2;3;1;2;5;1;13;14;14
527;MS;H;16;U;menor_e3;J;2;2;servicios;servicios;otro;madre;4;3;0;no;no;no;no;si;si;no;no;5;1;3;2;2;3;0;10;9;10
528;MS;M;17;R;mayor_3;J;2;2;en_casa;otro;otro;madre;1;1;0;no;si;si;no;si;si;yes;no;5;1;3;1;2;5;5;9;9;9
529;MS;M;16;U;menor_e3;J;4;4;servicios;servicios;otro;padre;2;1;0;no;si;no;no;si;si;no;no;5;1;3;1;2;5;1;11;11;11
530;MS;H;17;U;mayor_3;J;3;3;servicios;servicios;recomendacion;madre;1;1;0;no;si;no;si;si;si;yes;no;4;1;4;5;5;3;8;7;10;9
531;MS;H;17;U;mayor_3;J;1;1;en_casa;servicios;otro;madre;3;2;0;no;no;no;no;si;si;yes;yes;5;1;3;3;3;1;0;10;10;10
532;MS;H;16;U;mayor_3;J;2;1;salud;servicios;otro;madre;2;2;0;no;no;no;no;no;si;yes;yes;4;2;2;1;4;5;2;9;7;8
533;MS;M;16;U;menor_e3;J;2;1;otro;servicios;otro;madre;1;2;0;no;no;no;no;si;si;yes;yes;3;2;2;1;1;3;0;14;15;16
534;MS;H;16;U;menor_e3;J;4;4;profesor;salud;otro;padre;1;1;0;no;si;no;no;si;si;yes;no;4;1;2;2;5;5;0;11;12;12
535;MS;H;15;R;mayor_3;J;1;2;otro;servicios;habilidad;madre;3;2;0;no;si;no;si;si;si;no;no;5;5;5;1;3;5;11;9;11;10
536;MS;H;15;U;menor_e3;S;2;2;otro;otro;reputacion;madre;3;4;0;no;si;no;si;si;si;no;no;5;4;5;2;3;5;8;13;14;14
537;MS;H;15;U;menor_e3;S;2;1;servicios;servicios;habilidad;madre;1;1;0;no;no;no;si;si;si;yes;no;4;3;3;1;2;5;11;12;13;12
538;MS;M;16;R;menor_e3;J;2;2;otro;otro;habilidad;madre;1;3;0;no;si;no;no;no;si;no;yes;4;3;3;2;2;5;2;11;11;11
539;MS;M;16;U;menor_e3;J;4;1;otro;otro;recomendacion;madre;2;2;0;no;si;no;si;si;si;yes;no;1;2;4;2;2;1;8;9;10;10
540;MS;M;17;U;mayor_3;J;3;2;en_casa;otro;recomendacion;madre;2;1;0;no;no;no;no;si;si;no;yes;4;3;3;2;2;1;5;9;11;11
541;MS;M;17;R;mayor_3;J;2;2;otro;otro;otro;madre;2;2;0;si;no;si;no;si;si;no;no;5;1;3;1;1;5;0;11;9;11
542;MS;M;16;U;mayor_3;J;4;4;profesor;servicios;habilidad;madre;2;3;0;no;si;no;no;si;si;yes;yes;5;3;5;1;4;5;1;10;11;12
543;MS;H;17;R;mayor_3;J;4;4;salud;otro;habilidad;padre;3;1;3;no;no;no;si;si;si;yes;yes;3;3;3;1;3;5;2;9;9;8
544;MS;H;17;R;menor_e3;J;1;3;otro;otro;habilidad;padre;2;1;0;no;no;no;si;si;si;no;yes;5;1;2;3;3;5;2;12;11;12
545;MS;H;17;U;mayor_3;J;3;4;servicios;otro;otro;madre;1;2;1;no;si;no;si;no;si;yes;yes;5;4;4;3;4;5;8;8;9;8
546;MS;M;17;U;mayor_3;J;4;4;salud;salud;habilidad;padre;1;2;0;no;si;no;no;si;si;yes;no;5;2;5;1;1;5;0;13;15;16
547;MS;H;16;R;menor_e3;J;4;1;otro;en_casa;otro;padre;1;1;0;no;no;no;no;si;si;yes;no;4;1;2;2;1;2;0;10;11;11
548;MS;M;17;U;mayor_3;S;1;1;en_casa;en_casa;otro;madre;1;2;0;no;no;no;si;si;si;yes;yes;4;5;5;1;2;3;2;11;10;11
549;MS;M;17;R;mayor_3;J;4;2;otro;otro;habilidad;madre;2;2;0;si;si;no;no;no;si;yes;no;4;3;3;2;3;5;0;17;18;18
550;MS;H;16;U;menor_e3;S;2;2;otro;servicios;habilidad;padre;2;2;0;no;si;no;no;no;si;yes;yes;4;1;2;2;2;5;0;12;13;13
551;MS;H;17;U;mayor_3;J;3;2;otro;otro;otro;padre;2;2;0;no;si;si;no;si;si;yes;no;4;1;2;2;2;1;0;13;14;13
552;MS;H;19;U;mayor_3;J;1;1;otro;otro;otro;madre;1;2;2;no;si;no;si;si;no;yes;no;4;4;3;3;4;4;2;9;9;10
553;MS;H;17;U;menor_e3;S;1;0;otro;otro;recomendacion;madre;1;1;0;no;no;no;no;si;si;no;yes;4;1;2;1;1;5;4;11;11;12
554;MS;M;17;R;mayor_3;J;1;1;en_casa;en_casa;habilidad;padre;2;1;0;no;si;no;si;si;no;yes;yes;3;5;5;2;2;4;3;10;11;10
555;MS;M;16;R;mayor_3;J;1;2;otro;otro;recomendacion;padre;1;3;0;si;si;no;no;no;si;yes;yes;4;3;4;1;1;3;5;13;14;13
556;MS;H;16;R;menor_e3;J;1;2;otro;en_casa;habilidad;madre;1;1;0;no;no;no;no;si;si;no;no;4;4;4;2;4;5;4;9;10;11
557;MS;M;17;R;mayor_3;J;3;1;otro;otro;habilidad;madre;2;2;3;no;si;no;si;no;si;yes;yes;5;4;4;1;1;5;2;7;9;10
558;MS;H;17;R;mayor_3;J;2;2;otro;otro;habilidad;madre;2;1;0;no;no;no;si;si;no;no;yes;5;5;5;3;5;5;0;8;13;10
559;MS;H;18;R;mayor_3;J;1;0;en_casa;en_casa;habilidad;otro;3;1;1;si;si;no;no;si;si;no;no;4;3;2;1;1;4;0;12;12;13
560;MS;H;17;R;mayor_3;J;1;1;otro;servicios;habilidad;madre;2;1;0;no;si;no;si;no;si;yes;yes;4;5;5;1;3;2;0;10;9;10
561;MS;H;18;U;menor_e3;J;1;1;en_casa;en_casa;habilidad;madre;2;2;0;no;si;no;si;si;si;no;no;4;3;3;1;4;5;6;10;9;10
562;MS;M;16;R;menor_e3;J;2;2;otro;servicios;habilidad;padre;1;2;0;no;no;no;si;si;si;no;yes;5;4;3;1;1;1;0;11;13;12
563;MS;H;17;U;mayor_3;J;2;2;otro;otro;habilidad;madre;1;1;1;no;no;no;si;si;si;no;yes;1;2;1;2;3;5;0;7;0;0
564;MS;H;16;R;mayor_3;J;3;2;servicios;otro;habilidad;padre;2;1;0;no;no;no;no;si;si;yes;no;4;5;5;2;3;5;2;11;9;10
565;MS;H;16;R;menor_e3;J;1;1;en_casa;otro;habilidad;madre;2;1;0;no;no;no;si;si;si;yes;no;4;5;5;2;4;5;0;10;10;9
566;MS;H;18;R;mayor_3;J;1;1;servicios;otro;habilidad;otro;2;1;1;no;si;no;no;si;no;yes;yes;5;3;3;2;3;5;2;9;7;9
567;MS;H;18;R;mayor_3;J;3;2;servicios;otro;habilidad;madre;1;1;1;no;no;no;no;si;no;yes;no;2;3;1;2;2;5;0;4;0;0
568;MS;H;19;U;mayor_3;J;3;2;en_casa;servicios;habilidad;madre;2;1;3;no;no;no;si;si;si;no;no;3;2;1;1;1;3;4;6;11;9
569;MS;H;18;U;mayor_3;J;3;3;en_casa;en_casa;habilidad;madre;1;2;2;no;si;no;si;si;no;yes;no;4;4;5;1;3;3;9;4;8;8
570;MS;H;16;R;mayor_3;J;2;2;servicios;servicios;habilidad;madre;2;1;0;no;si;no;si;si;si;yes;yes;5;4;3;2;4;4;6;7;8;8
571;MS;H;19;U;mayor_3;J;2;1;en_casa;otro;habilidad;otro;2;1;3;no;no;no;si;no;no;yes;yes;4;4;3;1;3;5;4;8;9;9
572;MS;M;16;U;mayor_3;S;3;2;servicios;en_casa;habilidad;madre;2;2;2;no;si;no;si;si;si;no;yes;2;5;5;1;1;1;8;5;5;7
573;MS;M;17;U;mayor_3;J;1;1;otro;en_casa;habilidad;madre;1;1;0;no;si;no;si;si;si;no;no;4;3;2;1;2;5;9;7;9;10
574;MS;H;20;R;mayor_3;J;1;1;otro;otro;habilidad;otro;2;1;1;no;si;no;no;si;no;yes;yes;4;4;3;2;4;4;12;8;11;10
575;MS;M;18;R;mayor_3;S;4;3;servicios;servicios;habilidad;madre;1;1;0;no;si;no;no;si;si;yes;no;5;4;4;3;4;2;8;10;11;10
576;MS;H;18;R;mayor_3;J;3;2;otro;otro;habilidad;madre;2;1;0;no;si;no;no;no;si;yes;no;2;5;5;5;5;5;8;9;10;11
577;MS;H;19;R;mayor_3;J;1;1;otro;servicios;recomendacion;otro;3;2;1;no;no;no;no;si;si;yes;no;5;4;4;3;3;2;8;10;9;11
578;MS;H;17;U;mayor_3;J;3;3;salud;otro;habilidad;madre;2;2;1;no;si;no;no;si;si;yes;no;4;5;4;2;3;3;4;8;9;10
579;MS;H;18;U;menor_e3;J;1;3;en_casa;servicios;habilidad;madre;1;1;0;no;no;no;no;si;no;yes;yes;4;3;3;2;3;3;0;9;10;9
580;MS;H;19;R;mayor_3;J;1;1;otro;otro;recomendacion;otro;3;1;1;no;si;no;no;si;si;yes;no;4;4;4;3;3;5;4;8;9;10
581;MS;M;18;U;mayor_3;S;1;2;en_casa;otro;habilidad;madre;2;2;2;no;si;no;no;si;si;no;no;4;3;3;1;1;5;2;6;8;8
582;MS;M;19;U;menor_e3;S;1;1;en_casa;otro;habilidad;madre;1;1;0;no;si;no;no;si;no;no;no;1;4;4;1;1;5;0;6;8;7
583;MS;M;18;R;mayor_3;J;2;2;otro;otro;otro;madre;2;1;1;no;no;no;no;si;no;yes;yes;5;5;5;1;1;3;0;8;6;0
584;MS;M;17;R;mayor_3;J;0;0;en_casa;otro;habilidad;madre;2;1;0;no;si;no;no;si;si;yes;no;4;4;3;1;1;5;0;10;11;11
585;MS;M;17;R;menor_e3;S;3;1;otro;en_casa;habilidad;otro;2;3;0;no;si;si;no;si;no;no;no;4;2;3;2;2;3;5;8;7;8
586;MS;M;17;U;mayor_3;J;4;2;profesor;servicios;recomendacion;madre;1;2;0;si;si;no;si;si;si;yes;no;5;5;5;1;3;5;0;8;8;0
587;MS;M;18;R;menor_e3;J;2;2;servicios;servicios;habilidad;madre;1;2;1;no;si;no;si;si;si;yes;no;2;3;3;1;2;4;3;7;6;8
588;MS;M;17;U;mayor_3;J;4;1;salud;en_casa;habilidad;madre;1;1;0;no;si;no;no;si;si;no;yes;3;2;2;1;1;5;0;8;10;9
589;MS;M;17;U;menor_e3;J;1;2;en_casa;otro;habilidad;padre;1;1;0;no;no;no;no;si;si;yes;no;5;5;1;1;1;3;0;7;10;10
590;MS;M;18;U;mayor_3;J;1;1;otro;otro;habilidad;madre;3;2;2;no;no;no;si;si;si;no;yes;3;4;4;2;2;5;3;7;8;7
591;MS;M;18;U;mayor_3;J;2;2;servicios;en_casa;reputacion;padre;2;2;0;no;no;no;si;no;si;yes;no;4;3;5;1;1;1;2;12;13;14
592;MS;M;17;U;mayor_3;J;3;3;servicios;servicios;habilidad;madre;2;1;0;no;si;no;no;si;si;yes;no;4;4;3;1;1;4;0;11;12;13
593;MS;M;18;U;menor_e3;S;1;2;en_casa;otro;reputacion;madre;2;2;0;no;no;no;no;si;si;yes;no;4;4;3;1;2;4;0;12;13;14
594;MS;M;18;U;mayor_3;J;4;4;profesor;profesor;reputacion;madre;2;2;0;no;no;no;si;no;si;yes;no;4;3;5;1;2;1;0;18;18;18
595;MS;H;18;U;menor_e3;J;4;4;servicios;otro;reputacion;madre;1;1;0;no;si;no;si;si;si;yes;no;5;4;5;1;1;5;3;17;17;17
596;MS;M;17;U;mayor_3;J;4;2;otro;otro;habilidad;madre;2;2;0;no;si;no;no;si;si;yes;no;4;3;3;1;2;4;0;17;18;18
597;MS;M;18;R;mayor_3;J;2;2;en_casa;otro;habilidad;madre;3;2;1;no;no;no;si;si;si;no;yes;4;3;3;1;1;4;0;9;0;0
598;MS;H;18;U;menor_e3;J;1;2;en_casa;servicios;recomendacion;madre;2;1;0;no;si;no;no;no;si;no;no;4;1;4;5;5;1;8;10;11;11
599;MS;H;18;R;mayor_3;J;4;4;en_casa;servicios;otro;madre;3;1;0;no;si;si;si;si;si;yes;yes;2;5;5;1;1;1;5;12;13;14
600;MS;H;17;R;mayor_3;J;1;1;otro;servicios;otro;padre;3;1;0;no;no;no;no;no;no;no;no;4;2;3;3;4;4;4;12;13;14
601;MS;M;18;U;mayor_3;J;2;2;otro;otro;habilidad;madre;2;2;0;no;si;no;no;no;si;yes;yes;1;3;1;1;1;2;4;8;8;10
602;MS;M;18;U;menor_e3;J;2;2;servicios;servicios;habilidad;padre;2;3;0;no;no;no;no;si;si;yes;yes;5;4;5;1;4;3;0;11;12;13
603;MS;M;18;R;menor_e3;S;4;2;profesor;otro;reputacion;madre;1;2;0;no;no;no;si;si;si;yes;yes;5;3;1;1;1;5;0;5;0;0
604;MS;M;18;U;mayor_3;J;1;1;en_casa;servicios;habilidad;madre;3;2;1;no;no;no;no;si;no;no;no;4;4;2;1;2;2;2;9;10;10
605;MS;M;19;U;mayor_3;J;1;1;en_casa;servicios;otro;padre;2;1;1;no;no;no;no;si;no;no;no;5;5;5;2;3;2;0;5;0;0
606;MS;M;17;U;mayor_3;J;4;2;profesor;otro;habilidad;padre;2;4;0;no;no;no;no;si;si;yes;yes;4;2;3;3;1;5;0;18;18;18
607;MS;M;17;R;menor_e3;S;2;1;servicios;otro;reputacion;madre;2;2;0;no;no;no;si;si;si;yes;yes;5;3;3;1;2;2;5;11;11;12
608;MS;M;18;U;menor_e3;S;1;1;en_casa;servicios;habilidad;madre;1;2;0;no;no;no;no;si;si;no;yes;5;2;3;1;2;3;2;8;10;11
609;MS;M;18;U;mayor_3;J;1;2;en_casa;en_casa;habilidad;padre;2;2;0;no;si;no;no;si;no;no;no;4;1;1;1;1;4;0;11;11;12
610;MS;M;19;R;mayor_3;S;1;1;en_casa;en_casa;habilidad;otro;2;2;3;no;si;no;si;si;no;no;yes;3;5;4;1;4;1;0;8;0;0
611;MS;M;18;R;mayor_3;J;2;2;servicios;otro;recomendacion;madre;2;3;0;no;no;no;no;si;si;yes;yes;4;2;1;1;1;4;5;14;14;15
612;MS;H;17;R;mayor_3;J;4;3;servicios;otro;recomendacion;madre;2;2;1;no;si;si;si;no;si;yes;yes;4;5;5;1;3;2;4;10;11;11
613;MS;M;18;U;mayor_3;J;3;3;servicios;servicios;habilidad;padre;1;2;0;no;si;no;no;si;si;no;yes;5;3;4;1;1;5;0;10;10;10
614;MS;M;17;R;mayor_3;J;4;4;profesor;servicios;otro;padre;2;2;0;no;si;si;si;si;si;yes;no;4;3;3;1;2;5;2;12;12;12
615;MS;M;17;U;menor_e3;S;3;2;servicios;otro;reputacion;madre;2;2;0;no;no;no;no;si;si;no;yes;1;2;3;1;2;5;0;15;14;15
616;MS;H;18;U;menor_e3;J;1;1;otro;servicios;recomendacion;padre;2;1;0;no;no;no;no;no;si;yes;yes;3;3;2;1;2;3;2;14;13;14
617;MS;M;18;U;menor_e3;J;1;1;en_casa;servicios;habilidad;padre;2;3;0;no;no;no;no;si;si;yes;no;5;3;2;1;1;4;0;19;17;18
618;MS;M;18;R;menor_e3;S;1;2;en_casa;otro;habilidad;madre;3;2;0;no;no;no;no;si;si;no;yes;4;3;4;1;4;5;0;16;15;15
619;MS;M;18;U;mayor_3;J;3;3;servicios;servicios;otro;madre;2;2;0;no;si;no;no;si;si;yes;yes;4;3;2;1;3;3;6;13;12;13
620;MS;M;17;U;menor_e3;J;4;4;en_casa;en_casa;habilidad;madre;1;2;0;no;si;no;si;si;si;yes;yes;2;3;4;1;1;1;4;15;14;15
621;MS;M;17;R;mayor_3;J;1;2;otro;servicios;habilidad;padre;2;2;0;no;no;no;no;no;si;no;no;3;2;2;1;2;3;0;13;13;13
622;MS;H;18;R;mayor_3;J;1;3;en_casa;otro;habilidad;madre;2;2;0;no;si;si;no;si;si;no;no;3;3;4;2;4;3;0;8;10;9
623;MS;H;18;U;menor_e3;J;4;4;profesor;servicios;otro;madre;2;3;0;no;no;no;no;si;si;yes;yes;4;2;2;2;2;5;0;15;16;16
624;MS;M;17;R;mayor_3;J;1;1;otro;servicios;reputacion;madre;3;1;1;no;si;no;no;si;si;yes;yes;5;2;1;1;2;1;0;8;8;9
625;MS;M;18;U;mayor_3;J;2;3;en_casa;servicios;habilidad;padre;2;1;0;no;si;no;no;si;si;yes;yes;5;2;3;1;2;4;0;10;10;10
626;MS;M;18;R;mayor_3;J;4;4;otro;profesor;otro;padre;3;2;0;no;si;no;no;no;si;yes;yes;3;2;2;4;2;5;0;7;5;0
627;MS;H;18;R;menor_e3;J;1;2;en_casa;servicios;otro;padre;3;1;0;no;si;no;si;si;no;yes;yes;4;3;3;2;3;3;3;9;10;10
628;MS;M;17;U;mayor_3;J;2;2;otro;en_casa;recomendacion;madre;1;3;0;no;no;no;si;si;si;no;yes;3;4;3;1;1;3;8;10;11;12
629;MS;M;17;R;mayor_3;J;1;2;otro;otro;habilidad;madre;1;1;0;no;no;no;si;si;si;yes;no;3;5;5;1;3;1;4;7;8;9
630;MS;M;18;R;menor_e3;J;4;4;otro;otro;reputacion;madre;2;3;0;no;no;no;no;si;si;yes;no;5;4;4;1;1;1;0;15;17;17
631;MS;M;18;R;mayor_3;J;1;1;otro;otro;recomendacion;madre;4;3;0;no;no;no;no;si;si;yes;no;4;3;2;1;2;4;4;10;11;12
632;MS;M;19;R;mayor_3;J;1;1;en_casa;otro;habilidad;otro;2;2;1;no;si;no;no;si;si;yes;yes;4;3;3;1;1;3;4;7;8;9
633;MS;M;18;R;menor_e3;J;4;4;profesor;servicios;habilidad;madre;1;2;0;no;no;no;si;si;si;yes;no;5;4;3;3;4;2;1;13;14;14
634;MS;M;18;U;mayor_3;J;3;3;otro;otro;recomendacion;madre;1;2;0;no;no;no;no;si;si;yes;yes;4;1;3;1;2;1;1;16;16;16
635;MS;M;17;R;mayor_3;J;3;1;en_casa;otro;reputacion;madre;1;2;0;no;si;no;si;no;si;yes;no;4;5;4;2;3;1;10;8;9;9
636;MS;H;18;U;mayor_3;J;4;4;profesor;profesor;recomendacion;padre;1;2;0;no;no;no;si;no;si;yes;no;3;2;4;1;4;2;4;17;18;19
637;MS;H;18;R;mayor_3;J;2;1;otro;otro;otro;madre;2;1;0;no;no;no;si;no;si;yes;yes;4;4;3;1;3;5;0;7;7;0
638;MS;H;17;U;mayor_3;J;2;3;otro;servicios;recomendacion;padre;2;2;0;no;no;no;si;si;si;yes;no;4;4;3;1;1;3;4;14;15;16
639;MS;H;19;R;mayor_3;J;1;1;otro;servicios;otro;madre;2;1;1;no;no;no;no;si;si;no;no;4;3;2;1;3;5;0;5;8;0
640;MS;H;18;R;mayor_3;J;4;2;otro;otro;recomendacion;padre;2;1;1;no;no;si;no;si;si;no;no;5;4;3;4;3;3;0;7;7;0
641;MS;M;18;R;mayor_3;J;2;2;en_casa;otro;otro;madre;2;3;0;no;no;no;no;si;si;no;no;5;3;3;1;3;4;0;14;17;15
642;MS;M;17;U;mayor_3;J;4;3;profesor;otro;otro;madre;2;2;0;no;no;no;no;si;si;yes;no;5;5;4;1;1;1;0;6;9;11
643;MS;M;18;R;mayor_3;J;4;4;profesor;en_casa;reputacion;madre;3;1;0;no;si;no;si;si;si;yes;yes;4;4;3;2;2;5;4;7;9;10
644;MS;M;19;R;mayor_3;J;2;3;servicios;otro;habilidad;madre;1;3;1;no;no;no;si;no;si;yes;no;5;4;2;1;2;5;4;10;11;10
645;MS;M;18;U;menor_e3;J;3;1;profesor;servicios;habilidad;madre;1;2;0;no;si;no;no;si;si;yes;no;4;3;4;1;1;1;4;15;15;16
646;MS;M;18;U;mayor_3;J;1;1;otro;otro;habilidad;madre;2;2;0;no;no;no;si;si;si;no;no;1;1;1;1;1;5;6;11;12;9
647;MS;H;17;U;menor_e3;J;3;1;servicios;servicios;habilidad;madre;2;1;0;no;no;no;no;no;si;yes;no;2;4;5;3;4;2;6;10;10;10
648;MS;H;18;R;menor_e3;J;3;2;servicios;otro;habilidad;madre;3;1;0;no;no;no;no;no;si;yes;no;4;4;1;3;4;5;4;10;11;11
649;II;M;18;U;mayor_3;S;4;4;en_casa;profesor;habilidad;madre;2;2;0;si;no;no;no;si;si;no;no;4;3;4;1;1;3;4;0;11;11
650;MS;M;16;R;mayor_3;J;2;2;otro;otro;habilidad;madre;2;2;0;no;si;no;si;si;si;yes;no;4;4;4;1;1;5;0;12;12;12
